customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,renewal_days,health_score,health_status,primary_risk_reasons,recommended_action,salesforce_update_date
CUST-100205,Bennett PLC,Healthcare,Starter,248933,189,54.9,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-100206,Allen Inc,Technology,Professional,277849,298,57.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100207,Phillips LLC,Financial Services,Enterprise,110691,244,74.9,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100208,"Wilson, Gibson and Harrison",Logistics,Starter,192060,259,69.4,Watch,High support volume; Negative NPS,Review support history and escalate recurring issues,2026-06-27
CUST-100209,Cisneros Ltd,Technology,Enterprise,241511,268,57.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-100210,Lee LLC,Technology,Professional,160317,174,76.5,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100211,Brown-Castillo,Healthcare,Enterprise,184852,348,66.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-100212,Green-Freeman,Education,Enterprise,54730,73,67.2,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100213,Murray Ltd,Financial Services,Enterprise,56417,193,78.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100214,"Williams, Davis and Fowler",Healthcare,Enterprise,287981,344,66.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100215,Jackson-Riley,Manufacturing,Starter,173934,175,61.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100216,Arnold LLC,Manufacturing,Starter,84123,152,64.8,Watch,Low active usage,Monitor,2026-06-27
CUST-100217,Mays LLC,Education,Starter,188561,306,59.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-100218,"Chavez, Anthony and Brown",Logistics,Professional,98790,23,66.7,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100219,"Cook, Martin and Owens",Logistics,Professional,161384,120,58.9,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-100220,"Cox, Harris and Dalton",Financial Services,Enterprise,113720,293,64.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100221,Gonzalez-Owens,Education,Enterprise,212211,215,62.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100222,Reeves Inc,Financial Services,Starter,84560,329,55.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100223,James-Fuentes,Healthcare,Professional,282485,43,60.3,Watch,Low feature adoption; Negative NPS; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100224,Larson-Adams,Manufacturing,Professional,281144,47,69.1,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100225,"Hernandez, Williams and Parker",Healthcare,Professional,195283,28,68.4,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100226,Haley-Williams,Financial Services,Starter,54784,15,70.1,Healthy,High support volume; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-100227,"Jones, Reyes and Scott",Manufacturing,Starter,88571,147,53.1,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100228,"Lopez, Williams and Garcia",Technology,Enterprise,257948,3,71.5,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100229,"Garcia, Curry and Campbell",Education,Enterprise,90391,312,74.7,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100230,Burns and Sons,Healthcare,Starter,169889,123,71.4,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100231,Singh LLC,Technology,Enterprise,70121,275,69.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100232,Bridges-Bennett,Financial Services,Professional,87275,1,57.0,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100233,"Bell, James and Dunn",Education,Professional,56886,35,64.6,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100234,Glass LLC,Healthcare,Enterprise,258486,199,51.0,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100235,Williams Group,Financial Services,Starter,47420,337,50.0,At Risk,Low feature adoption; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100236,Mcgrath-Lee,Financial Services,Enterprise,35244,174,62.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100237,Ryan Inc,Logistics,Starter,262888,70,66.2,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100238,Parks Ltd,Manufacturing,Starter,165848,103,58.1,Watch,Negative NPS,Monitor,2026-06-27
CUST-100239,"Hicks, Odom and Rivera",Education,Professional,220784,130,61.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100240,Harrison Inc,Healthcare,Enterprise,199157,170,46.4,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100241,Singh Group,Logistics,Professional,221726,198,63.5,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100242,Walters-Moore,Financial Services,Starter,284250,218,59.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100243,Mitchell-Ford,Financial Services,Starter,166018,41,73.9,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100244,"Clark, Ferguson and Hays",Manufacturing,Enterprise,235407,228,70.3,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100245,Solis Inc,Financial Services,Enterprise,240034,30,68.5,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100246,Macdonald Inc,Logistics,Enterprise,281004,82,57.9,Watch,Low active usage; Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100247,Baxter PLC,Healthcare,Starter,78180,331,72.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100248,Hernandez-Olsen,Logistics,Professional,92445,190,71.5,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100249,Lara Inc,Education,Professional,84191,204,62.4,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-100250,"Wilson, Johns and Delacruz",Logistics,Starter,25586,256,64.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100251,"Howard, Taylor and Mayer",Logistics,Professional,148466,110,52.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100252,Landry-Wilson,Manufacturing,Starter,76297,232,66.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100253,Guzman Inc,Logistics,Professional,179556,364,59.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100254,Randall-Terry,Manufacturing,Enterprise,169263,364,59.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100255,"Moore, Wallace and Fisher",Education,Starter,201526,63,81.6,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100256,"Graham, Harrison and Bryant",Healthcare,Professional,271009,284,65.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100257,Sparks Inc,Healthcare,Professional,57201,204,66.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100258,"Carney, Taylor and Martinez",Education,Starter,226661,65,70.3,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100259,"Johnson, Hunter and Le",Financial Services,Starter,283245,283,74.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100260,"Cruz, Schultz and Melton",Healthcare,Starter,275645,266,71.5,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100261,Kelly Inc,Financial Services,Enterprise,130211,146,53.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-100262,Cole LLC,Manufacturing,Enterprise,155891,156,71.5,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100263,Chung-Johnson,Manufacturing,Enterprise,92842,320,62.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100264,"Jones, Harvey and Hayes",Healthcare,Starter,33597,24,58.1,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100265,Bowman Inc,Education,Professional,122524,317,47.5,At Risk,Low feature adoption; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100266,"Kelley, Fisher and Willis",Technology,Starter,170384,351,62.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-100267,"Edwards, Harris and Hernandez",Manufacturing,Professional,43411,213,68.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100268,"Skinner, Mendoza and Wilson",Financial Services,Enterprise,87323,164,61.6,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-100269,Hernandez-Moore,Education,Enterprise,206269,55,58.6,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100270,Parker-Francis,Manufacturing,Starter,247717,50,70.5,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100271,"Williams, Reynolds and Mullins",Financial Services,Enterprise,95728,161,74.0,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100272,"Austin, Walker and Williams",Technology,Professional,256745,255,63.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100273,Gutierrez Inc,Manufacturing,Starter,251720,299,61.0,Watch,Negative NPS,Monitor,2026-06-27
CUST-100274,"Johnson, Bell and Shaw",Financial Services,Enterprise,258723,5,58.3,Watch,Low feature adoption; Negative NPS; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100275,Smith-Scott,Logistics,Professional,150659,207,66.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-100276,Velasquez-Perkins,Financial Services,Enterprise,114055,148,63.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100277,Jones-Carlson,Education,Enterprise,158654,313,62.2,Watch,Negative NPS,Monitor,2026-06-27
CUST-100278,Collins LLC,Education,Professional,189778,74,81.6,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100279,"Whitney, Page and Martin",Healthcare,Starter,33105,71,56.1,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100280,Gould Inc,Manufacturing,Enterprise,251593,264,60.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100281,Collins-Nelson,Education,Enterprise,218021,154,54.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100282,Franklin-Avila,Technology,Starter,169176,189,69.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100283,"Duke, Graham and Krueger",Logistics,Enterprise,173311,323,67.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100284,Johnson-Walsh,Logistics,Starter,131298,299,58.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100285,Walker-Oconnor,Healthcare,Enterprise,138980,359,74.8,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100286,Phillips PLC,Manufacturing,Professional,231561,354,71.3,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100287,Willis Group,Logistics,Starter,44653,266,64.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100288,Cruz and Sons,Financial Services,Starter,209564,236,72.2,Healthy,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100289,Wang and Sons,Education,Professional,150601,99,75.7,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100290,Cruz Ltd,Financial Services,Enterprise,168035,107,60.4,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100291,Pena PLC,Education,Enterprise,194873,141,63.5,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100292,"Arnold, Hudson and Hernandez",Financial Services,Starter,218848,149,45.5,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100293,Moran PLC,Logistics,Professional,243932,246,65.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100294,Castillo-Patterson,Manufacturing,Starter,154407,316,63.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100295,Gibson-Wallace,Manufacturing,Enterprise,290418,120,71.8,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100296,Morrison-Gray,Healthcare,Enterprise,259675,71,44.2,At Risk,Low feature adoption; No recent CSM touch; Upcoming renewal,Escalate renewal risk and schedule executive outreach,2026-06-27
CUST-100297,Le-Richards,Technology,Enterprise,261403,103,66.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-100298,Cole-Preston,Healthcare,Enterprise,43018,294,52.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100299,"Reeves, Gould and Brown",Technology,Starter,103784,19,73.9,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100300,Sharp and Sons,Healthcare,Starter,163764,153,67.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100301,"Hernandez, Clark and Yates",Logistics,Enterprise,250209,269,61.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100302,"Dawson, Smith and Roberts",Technology,Professional,276352,99,57.7,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-100303,"Mcintyre, Duke and Zuniga",Logistics,Professional,252603,96,81.1,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100304,Nelson LLC,Manufacturing,Enterprise,113272,328,59.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100305,Garcia-Franklin,Healthcare,Professional,183928,343,63.0,Watch,Negative NPS,Monitor,2026-06-27
CUST-100306,Nelson-Buchanan,Healthcare,Professional,142048,197,61.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100307,Ferguson and Sons,Education,Enterprise,170306,294,70.4,Healthy,Negative NPS; No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100308,Lopez Inc,Healthcare,Enterprise,135890,61,63.8,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100309,Mayer PLC,Logistics,Professional,275465,354,67.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100310,Andrade-Rhodes,Manufacturing,Starter,127788,245,64.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100311,Cooke-Harding,Technology,Enterprise,299957,341,58.6,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100312,"Hernandez, Thomas and Nguyen",Education,Professional,54923,271,72.9,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100313,Kane-Blackburn,Education,Starter,299125,294,73.3,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100314,Smith LLC,Technology,Starter,284808,349,64.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100315,"Heath, Fox and Christian",Technology,Starter,279583,233,65.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100316,Garcia-Reeves,Education,Professional,42270,345,56.8,Watch,High support volume; Negative NPS; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-100317,Bryant Group,Healthcare,Enterprise,145408,112,67.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-100318,Briggs-Carter,Education,Starter,45428,36,72.5,Healthy,Upcoming renewal,Monitor,2026-06-27
CUST-100319,Ibarra-Wright,Manufacturing,Enterprise,106362,331,76.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100320,Walton-Harris,Technology,Starter,209916,350,55.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100321,Hill Ltd,Healthcare,Starter,194331,276,71.5,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100322,Brown-Chapman,Healthcare,Professional,13821,238,62.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100323,Kane Ltd,Manufacturing,Starter,210850,236,72.0,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100324,Burns-Merritt,Healthcare,Enterprise,71163,215,71.0,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100325,Rivera and Sons,Healthcare,Starter,120046,305,56.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100326,Summers-Grant,Technology,Professional,35192,120,67.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100327,Murphy-Gonzalez,Financial Services,Starter,276186,295,57.1,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100328,Smith PLC,Manufacturing,Enterprise,170211,267,54.0,Watch,Low active usage,Monitor,2026-06-27
CUST-100329,Fox Group,Logistics,Enterprise,103820,219,79.5,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100330,"Wood, Aguilar and Klein",Education,Professional,211834,357,63.7,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-100331,"Hunt, Mills and Carter",Education,Professional,108405,124,73.4,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100332,Martin and Sons,Healthcare,Enterprise,254758,212,47.7,At Risk,No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100333,Gomez LLC,Financial Services,Starter,139327,170,57.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100334,Johnson-Hill,Healthcare,Enterprise,206551,98,60.1,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-100335,"Osborne, Moran and Tran",Manufacturing,Enterprise,50159,344,70.7,Healthy,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100336,Kennedy Group,Financial Services,Starter,186569,109,49.0,At Risk,High support volume; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100337,Ramirez-Goodwin,Manufacturing,Enterprise,263092,310,70.2,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100338,Scott Ltd,Financial Services,Professional,180618,239,65.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100339,Lewis-Smith,Education,Professional,200557,239,60.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100340,Powell PLC,Manufacturing,Professional,179894,161,70.0,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100341,Watson and Sons,Healthcare,Professional,88505,284,55.5,Watch,No recent CSM touch,Monitor,2026-06-27
