customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,licensed_users,renewal_days,nps_score
CUST-100402,Nova Health,Healthcare,Starter,42747,424,82,-27
CUST-100403,Bright Industries,Manufacturing,Enterprise,211098,425,184,38
CUST-100404,Pioneer Systems,Technology,Professional,36102,262,33,-7
CUST-100405,Evergreen Systems,Technology,Enterprise,142325,357,247,4
CUST-100406,Atlas Solutions,Healthcare,Enterprise,94275,91,259,68
CUST-100407,Pioneer Networks,Manufacturing,Professional,157834,53,26,24
CUST-100408,Summit Systems,Technology,Professional,246932,221,46,69
CUST-100409,Apex Systems,Technology,Professional,30786,269,286,30
CUST-100410,Atlas Financial,Logistics,Enterprise,251184,470,175,6
CUST-100411,Atlas Industries,Logistics,Enterprise,202470,184,232,-26
CUST-100412,Evergreen Networks,Logistics,Professional,299147,16,268,7
CUST-100413,Vertex Technologies,Healthcare,Professional,114719,267,97,-25
CUST-100414,Summit Networks,Healthcare,Professional,36379,249,325,67
CUST-100415,Bright Health,Technology,Starter,290063,249,25,30
CUST-100416,Atlas Health,Logistics,Enterprise,103042,488,66,-27
CUST-100417,Nova Technologies,Education,Enterprise,142148,273,141,10
CUST-100418,Vertex Health,Technology,Enterprise,280589,427,154,67
CUST-100419,Summit Logistics,Logistics,Professional,81558,117,364,43
CUST-100420,Nimbus Networks,Education,Professional,230878,378,346,55
CUST-100421,Nova Solutions,Education,Starter,25249,464,196,-22
CUST-100422,Vertex Logistics,Logistics,Professional,88770,151,32,48
CUST-100423,Pioneer Systems,Education,Enterprise,129601,198,332,31
CUST-100424,Apex Technologies,Technology,Professional,175920,369,283,-34
CUST-100425,Pioneer Financial,Logistics,Enterprise,204802,332,302,29
CUST-100426,Pioneer Health,Logistics,Starter,110029,165,89,54
CUST-100427,BluePeak Logistics,Manufacturing,Starter,145701,234,3,2
CUST-100428,Evergreen Solutions,Logistics,Enterprise,169891,93,252,61
CUST-100429,Evergreen Financial,Manufacturing,Enterprise,47744,416,259,-20
CUST-100430,Evergreen Financial,Manufacturing,Enterprise,186002,62,170,6
CUST-100431,Apex Systems,Logistics,Professional,245657,302,124,75
CUST-100432,Evergreen Technologies,Healthcare,Professional,146527,35,277,52
CUST-100433,Atlas Industries,Technology,Starter,167416,278,334,-16
CUST-100434,Atlas Solutions,Logistics,Starter,122510,100,344,40
CUST-100435,Nimbus Financial,Education,Enterprise,240189,442,332,64
CUST-100436,Pioneer Networks,Healthcare,Starter,50403,27,28,-18
CUST-100437,Summit Logistics,Technology,Professional,248519,309,323,11
CUST-100438,Nimbus Solutions,Logistics,Enterprise,45154,359,300,-35
CUST-100439,Atlas Systems,Financial Services,Enterprise,169994,490,311,-29
CUST-100440,Apex Industries,Manufacturing,Enterprise,127272,217,70,55
CUST-100441,Vertex Logistics,Logistics,Enterprise,207627,339,6,30
CUST-100442,Apex Technologies,Education,Enterprise,56630,36,157,-14
CUST-100443,Atlas Health,Manufacturing,Starter,127756,226,316,66
CUST-100444,Bright Solutions,Education,Professional,50348,358,149,45
CUST-100445,Bright Industries,Financial Services,Professional,79221,386,344,43
CUST-100446,Summit Networks,Technology,Professional,184147,475,316,44
CUST-100447,Bright Networks,Financial Services,Professional,100415,304,3,0
CUST-100448,Evergreen Health,Logistics,Enterprise,185834,156,246,19
CUST-100449,Nimbus Health,Logistics,Enterprise,54977,297,144,69
CUST-100450,Nimbus Systems,Healthcare,Enterprise,28354,149,298,34
CUST-100451,Apex Logistics,Education,Enterprise,259518,479,335,59
CUST-100452,Bright Logistics,Manufacturing,Professional,274732,471,262,-29
CUST-100453,Summit Health,Education,Starter,245948,354,82,-18
CUST-100454,Pioneer Networks,Healthcare,Starter,267664,391,119,-32
CUST-100455,Summit Networks,Technology,Professional,250364,357,24,-35
CUST-100456,BluePeak Health,Technology,Enterprise,210452,442,188,35
CUST-100457,Summit Technologies,Financial Services,Professional,267255,207,247,73
CUST-100458,Vertex Financial,Healthcare,Enterprise,159225,240,109,-21
CUST-100459,Summit Technologies,Financial Services,Enterprise,71422,353,247,46
CUST-100460,Nova Solutions,Manufacturing,Starter,79048,346,294,35
CUST-100461,Bright Health,Healthcare,Starter,147402,471,93,26
CUST-100462,BluePeak Systems,Manufacturing,Professional,259156,464,247,-19
CUST-100463,Bright Health,Education,Enterprise,279808,421,136,-19
CUST-100464,Bright Systems,Manufacturing,Professional,214093,320,68,-27
CUST-100465,Vertex Systems,Manufacturing,Professional,32466,438,273,24
CUST-100466,Vertex Solutions,Logistics,Enterprise,238228,352,268,13
CUST-100467,Pioneer Technologies,Financial Services,Enterprise,63231,132,218,-23
CUST-100468,Bright Technologies,Financial Services,Starter,14867,160,364,55
CUST-100469,Apex Technologies,Logistics,Starter,177623,281,210,6
CUST-100470,Atlas Technologies,Education,Professional,156473,148,349,10
CUST-100471,Evergreen Industries,Financial Services,Professional,192541,106,362,10
CUST-100472,Summit Industries,Logistics,Starter,64574,397,110,25
CUST-100473,Nova Solutions,Healthcare,Starter,259290,97,308,15
CUST-100474,Nimbus Solutions,Logistics,Professional,222053,204,315,43
CUST-100475,Vertex Industries,Technology,Starter,117752,499,337,79
CUST-100476,Bright Financial,Education,Starter,30906,32,185,-10
CUST-100477,Nova Networks,Logistics,Professional,224573,156,301,-15
CUST-100478,Nimbus Logistics,Logistics,Enterprise,194502,485,178,64
CUST-100479,Nova Solutions,Financial Services,Starter,225455,247,260,-27
CUST-100480,Nimbus Logistics,Education,Enterprise,143146,189,356,16
CUST-100481,Summit Networks,Technology,Enterprise,253550,409,301,70
CUST-100482,Nova Financial,Logistics,Enterprise,132549,49,162,12
CUST-100483,BluePeak Financial,Financial Services,Starter,221154,373,345,55
CUST-100484,Evergreen Networks,Manufacturing,Enterprise,153073,258,94,55
CUST-100485,Summit Financial,Logistics,Starter,151148,392,106,-11
CUST-100486,Nimbus Systems,Healthcare,Enterprise,270298,94,315,-40
CUST-100487,Pioneer Networks,Education,Professional,270128,449,295,71
CUST-100488,Summit Health,Healthcare,Enterprise,233866,218,245,80
CUST-100489,Vertex Industries,Healthcare,Enterprise,283688,216,236,0
CUST-100490,Bright Systems,Financial Services,Professional,148157,209,96,30
CUST-100491,Evergreen Networks,Manufacturing,Professional,234268,328,108,13
CUST-100492,Nova Logistics,Technology,Starter,80754,452,295,47
CUST-100493,Summit Technologies,Technology,Starter,88464,426,77,20
CUST-100494,Vertex Networks,Technology,Professional,143582,270,288,69
CUST-100495,Vertex Solutions,Manufacturing,Professional,261843,368,323,-28
CUST-100496,Evergreen Logistics,Financial Services,Starter,227881,199,63,4
CUST-100497,Bright Health,Financial Services,Professional,182440,310,345,25
CUST-100498,Bright Logistics,Technology,Enterprise,87942,210,86,41
CUST-100499,Bright Technologies,Healthcare,Starter,96934,338,176,-11
CUST-100500,BluePeak Technologies,Financial Services,Professional,202402,378,301,26
CUST-100501,Apex Health,Logistics,Starter,143935,109,359,55
CUST-100502,Nimbus Systems,Technology,Enterprise,40220,67,14,58
CUST-100503,Bright Health,Healthcare,Enterprise,216391,149,159,-11
CUST-100504,Vertex Health,Education,Starter,26979,335,18,44
CUST-100505,Atlas Logistics,Education,Professional,82839,254,358,29
CUST-100506,Bright Technologies,Education,Enterprise,291856,338,159,76
CUST-100507,Nimbus Industries,Financial Services,Professional,228113,427,134,-21
CUST-100508,BluePeak Industries,Education,Starter,269913,191,245,-2
CUST-100509,Summit Solutions,Education,Professional,110865,320,211,72
CUST-100510,Nova Technologies,Manufacturing,Professional,53528,98,217,40
CUST-100511,Atlas Logistics,Technology,Starter,47894,160,94,-23
CUST-100512,Pioneer Logistics,Logistics,Enterprise,269947,331,97,1
CUST-100513,Nimbus Logistics,Financial Services,Starter,241856,110,5,-11
CUST-100514,Evergreen Technologies,Financial Services,Professional,206719,126,238,49
CUST-100515,Vertex Solutions,Financial Services,Professional,49426,446,279,20
CUST-100516,Apex Systems,Logistics,Starter,213744,439,227,-9
CUST-100517,Nimbus Financial,Technology,Professional,175635,391,166,-20
CUST-100518,Pioneer Logistics,Manufacturing,Professional,39308,144,342,-13
CUST-100519,Apex Health,Financial Services,Enterprise,74730,181,203,61
CUST-100520,Bright Health,Financial Services,Starter,142402,367,81,23
CUST-100521,Apex Solutions,Financial Services,Enterprise,92697,491,360,28
CUST-100522,Evergreen Networks,Technology,Enterprise,113169,134,11,48
CUST-100523,Apex Industries,Logistics,Professional,166515,475,278,49
CUST-100524,Evergreen Networks,Logistics,Professional,156349,293,307,77
CUST-100525,Vertex Industries,Financial Services,Professional,295957,286,188,18
CUST-100526,Vertex Solutions,Education,Professional,137192,390,165,52
CUST-100527,Atlas Industries,Education,Starter,160441,112,166,12
CUST-100528,Nimbus Solutions,Manufacturing,Starter,28396,282,104,-27
CUST-100529,Nova Industries,Education,Enterprise,146185,307,26,6
CUST-100530,Summit Industries,Healthcare,Professional,43824,491,185,31
CUST-100531,Apex Logistics,Education,Starter,48903,421,156,-31
CUST-100532,Summit Technologies,Manufacturing,Starter,287876,66,337,-9
CUST-100533,Nimbus Networks,Logistics,Professional,235910,397,54,-19
CUST-100534,Evergreen Health,Education,Enterprise,244265,273,181,75
CUST-100535,Nova Networks,Education,Starter,298065,226,110,8
CUST-100536,Pioneer Technologies,Healthcare,Enterprise,30173,246,146,36
CUST-100537,BluePeak Financial,Manufacturing,Professional,23377,18,354,65
CUST-100538,Apex Industries,Financial Services,Starter,84565,63,136,6
CUST-100539,BluePeak Systems,Education,Professional,125999,146,40,52
CUST-100540,Bright Systems,Education,Enterprise,169492,264,20,53
CUST-100541,Apex Networks,Financial Services,Professional,230377,414,62,71
CUST-100542,Nova Solutions,Financial Services,Enterprise,33591,339,164,29
CUST-100543,Apex Technologies,Technology,Enterprise,276623,93,47,-12
CUST-100544,Evergreen Systems,Technology,Enterprise,37853,82,281,11
CUST-100545,Vertex Health,Technology,Enterprise,115865,411,250,10
CUST-100546,Nimbus Logistics,Technology,Professional,58973,139,58,45
CUST-100547,Evergreen Networks,Education,Enterprise,24691,112,157,-19
CUST-100548,Apex Financial,Manufacturing,Enterprise,207989,240,80,56
CUST-100549,Apex Financial,Education,Starter,162829,393,8,3
CUST-100550,Pioneer Solutions,Financial Services,Starter,294069,245,109,-14
CUST-100551,Vertex Solutions,Technology,Enterprise,288194,333,23,-8
CUST-100552,Bright Logistics,Healthcare,Professional,16369,419,35,9
CUST-100553,Nimbus Solutions,Financial Services,Enterprise,214649,457,119,8
CUST-100554,Bright Systems,Manufacturing,Starter,274485,263,235,31
CUST-100555,Atlas Logistics,Financial Services,Professional,218254,141,81,-38
CUST-100556,BluePeak Financial,Education,Professional,44510,335,321,-8
CUST-100557,Vertex Networks,Technology,Enterprise,83964,130,45,53
CUST-100558,Summit Health,Technology,Professional,184640,228,230,29
CUST-100559,Atlas Financial,Manufacturing,Professional,286624,312,70,15
CUST-100560,Nimbus Systems,Manufacturing,Professional,88295,177,16,57
CUST-100561,Pioneer Logistics,Manufacturing,Starter,67978,170,68,-17
CUST-100562,Bright Financial,Education,Starter,133064,325,352,-37
CUST-100563,Atlas Industries,Logistics,Enterprise,208062,83,95,69
CUST-100564,Summit Financial,Healthcare,Professional,19871,98,139,12
CUST-100565,Summit Systems,Manufacturing,Professional,268871,402,353,1
CUST-100566,Apex Technologies,Logistics,Professional,218648,222,314,80
CUST-100567,Nimbus Industries,Technology,Starter,140828,281,266,28
CUST-100568,Apex Financial,Financial Services,Professional,220687,279,156,59
CUST-100569,BluePeak Solutions,Logistics,Enterprise,86574,231,238,66
CUST-100570,Bright Health,Technology,Professional,181586,107,231,-37
CUST-100571,Pioneer Systems,Financial Services,Professional,97980,466,64,-29
CUST-100572,Atlas Technologies,Logistics,Enterprise,95833,58,194,30
CUST-100573,Vertex Health,Manufacturing,Starter,38901,304,215,-1
CUST-100574,Vertex Systems,Manufacturing,Starter,13852,335,319,57
CUST-100575,Pioneer Solutions,Education,Professional,136716,452,112,35
CUST-100576,Nimbus Solutions,Manufacturing,Enterprise,157811,241,318,40
CUST-100577,Vertex Solutions,Logistics,Professional,31252,109,75,69
CUST-100578,Nimbus Solutions,Healthcare,Professional,105453,184,83,46
CUST-100579,Bright Networks,Healthcare,Starter,168916,248,166,7
CUST-100580,Atlas Systems,Financial Services,Professional,82540,446,63,48
CUST-100581,Summit Financial,Education,Starter,69305,283,293,53
CUST-100582,Bright Logistics,Technology,Enterprise,177931,385,133,27
CUST-100583,Bright Industries,Education,Enterprise,272959,329,253,63
CUST-100584,BluePeak Financial,Healthcare,Starter,24575,377,239,40
CUST-100585,Apex Networks,Financial Services,Enterprise,123326,226,6,41
CUST-100586,Nimbus Logistics,Financial Services,Enterprise,181829,419,4,-26
CUST-100587,Bright Solutions,Manufacturing,Starter,185284,385,174,78
CUST-100588,Vertex Industries,Manufacturing,Enterprise,253496,345,275,74
CUST-100589,Atlas Logistics,Education,Enterprise,177414,442,285,28
CUST-100590,Evergreen Systems,Manufacturing,Professional,28343,424,174,8
CUST-100591,Bright Systems,Financial Services,Enterprise,176888,110,364,-36
CUST-100592,Summit Networks,Technology,Professional,125319,464,269,-2
CUST-100593,Summit Systems,Technology,Enterprise,25073,413,248,75
CUST-100594,Pioneer Logistics,Financial Services,Starter,63512,487,265,46
CUST-100595,Atlas Systems,Healthcare,Professional,35084,213,352,68
CUST-100596,Apex Systems,Education,Enterprise,175829,254,12,33
CUST-100597,Summit Financial,Financial Services,Professional,291065,179,164,58
CUST-100598,Vertex Logistics,Healthcare,Starter,281515,91,53,-14
CUST-100599,Vertex Logistics,Education,Starter,101797,153,37,-1
CUST-100600,Vertex Solutions,Technology,Enterprise,38453,40,55,9
CUST-100601,Bright Industries,Education,Professional,175808,106,171,64
CUST-100602,Pioneer Health,Healthcare,Enterprise,257511,487,50,18
CUST-100603,Summit Financial,Manufacturing,Enterprise,147293,255,187,10
CUST-100604,Evergreen Industries,Technology,Starter,46270,418,244,-26
CUST-100605,Evergreen Health,Education,Starter,224696,159,55,1
CUST-100606,Pioneer Technologies,Education,Professional,137082,287,318,-9
CUST-100607,Evergreen Financial,Logistics,Enterprise,238045,48,223,32
CUST-100608,Nimbus Industries,Healthcare,Enterprise,254697,103,167,31
CUST-100609,Nova Systems,Education,Starter,210658,172,168,23
CUST-100610,Vertex Solutions,Manufacturing,Enterprise,90232,126,232,28
CUST-100611,Summit Networks,Financial Services,Enterprise,171671,115,223,51
CUST-100612,Atlas Technologies,Manufacturing,Professional,44721,328,190,75
CUST-100613,BluePeak Solutions,Manufacturing,Professional,218710,71,321,0
CUST-100614,Atlas Financial,Logistics,Starter,260969,237,72,-16
CUST-100615,BluePeak Health,Manufacturing,Starter,49615,93,332,-38
CUST-100616,Nimbus Health,Logistics,Professional,251090,84,357,37
CUST-100617,Atlas Technologies,Education,Professional,213701,247,182,-12
CUST-100618,Pioneer Financial,Logistics,Enterprise,153164,310,211,78
CUST-100619,Bright Industries,Logistics,Professional,71330,34,298,21
CUST-100620,Atlas Logistics,Technology,Enterprise,53017,388,268,73
CUST-100621,Nimbus Logistics,Education,Starter,192117,337,274,59
CUST-100622,Evergreen Technologies,Financial Services,Professional,163628,308,86,-36
CUST-100623,Bright Logistics,Healthcare,Enterprise,260072,387,297,-19
CUST-100624,Bright Solutions,Financial Services,Professional,55259,429,65,24
CUST-100625,Bright Logistics,Financial Services,Professional,19446,82,58,37
CUST-100626,Pioneer Networks,Manufacturing,Professional,135834,352,249,-17
CUST-100627,Vertex Health,Technology,Professional,212889,58,122,44
CUST-100628,Bright Networks,Healthcare,Enterprise,150619,122,60,-34
CUST-100629,Pioneer Financial,Technology,Enterprise,216509,169,243,-7
CUST-100630,Pioneer Technologies,Logistics,Professional,290005,162,350,-35
CUST-100631,Nova Logistics,Financial Services,Professional,152030,447,51,-8
CUST-100632,Summit Financial,Education,Professional,106328,410,161,30
CUST-100633,Nova Systems,Education,Starter,245802,21,180,-12
CUST-100634,Apex Systems,Healthcare,Enterprise,125678,32,307,41
CUST-100635,Bright Health,Technology,Enterprise,108871,453,57,49
CUST-100636,Nimbus Industries,Financial Services,Professional,181556,353,132,-20
CUST-100637,Nova Networks,Healthcare,Professional,150760,210,92,16
CUST-100638,Pioneer Systems,Manufacturing,Enterprise,238101,106,112,38
CUST-100639,Apex Systems,Healthcare,Enterprise,143384,67,229,-38
CUST-100640,Apex Technologies,Financial Services,Starter,184926,492,201,33
CUST-100641,Nova Systems,Education,Starter,13734,238,197,48
CUST-100642,Atlas Networks,Financial Services,Enterprise,170769,305,206,-33
CUST-100643,Evergreen Systems,Technology,Professional,118493,288,91,30
